lang;forum;title;original_author;start_date;end_date;range;time;nb_authors;nb_replies;avg_post_length;url
it;it_aborto_spontaneo_reduced;Ciao a tuttu mi chiamo barbara;saremmcam;2012-09-11;2012-09-11;0;0;17;21;223;http://forum.alfemminile.com/forum/perteenfant/__f120769_perteenfant-Ciao-a-tuttu-mi-chiamo-barbara.html
it;it_aborto_spontaneo_reduced;Sono stanca, il cuore triste ed un nodo in gola;ariacherespiro;2012-09-10;2012-09-10;0;0;18;29;463;http://forum.alfemminile.com/forum/perteenfant/__f120718_perteenfant-Sono-stanca-il-cuore-triste-ed-un-nodo-in-gola.html
it;it_aborto_spontaneo_reduced;Per chi è in panchina;st4rl3t;2012-08-18;2012-08-18;0;0;18;25;706;http://forum.alfemminile.com/forum/perteenfant/__f120065_perteenfant-Per-chi-e-in-panchina.html
it;it_aborto_spontaneo_reduced;Incinta di nuovo!  la mia storia (rossella e il dott. filippo ferrara dell'ospedale di ravenna);fra3457;2012-02-16;2012-02-16;0;0;13;15;441;http://forum.alfemminile.com/forum/perteenfant/__f113731_perteenfant-Incinta-di-nuovo-la-mia-storia-rossella-e-il-dott-filippo-ferrara-dell-ospedale-di-ravenna.html
it;it_aborto_spontaneo_reduced;il mio gine è troppo bravo. dott.filippo ferrara (ravenna);fra3457;2010-06-29;2011-01-19;204;204;6;21;509;http://forum.alfemminile.com/forum/perteenfant/__f90500_perteenfant--bien-il-mio-gine-e-troppo-bravo-dott-filippo-ferrara-ravenna.html
it;it_aborto_spontaneo_reduced;Angolo pancine >> aiuto piastrine basse e parto;sissi197711;2012-09-06;2012-09-06;0;0;3;4;797;http://forum.alfemminile.com/forum/perteenfant/__f120630_perteenfant-Angolo-pancine-aiuto-piastrine-basse-e-parto.html
it;it_aborto_spontaneo_reduced;Con il cuore pieno di gioia ed emozione, annuncio che lallaema;meissa42;2012-09-04;2012-09-04;0;0;27;34;132;http://forum.alfemminile.com/forum/perteenfant/__f120520_perteenfant-Con-il-cuore-pieno-di-gioia-ed-emozione-annuncio-che-lallaema.html
it;it_aborto_spontaneo_reduced;utero bicorno;dolcepaola1;2012-09-04;2012-09-04;0;0;27;34;253;http://forum.alfemminile.com/forum/perteenfant/__f120551_perteenfant--triste-utero-bicorno-snif.html
it;it_aborto_spontaneo_reduced;O.t. ragazze ho bisogno di  conforto;v19831;2012-09-05;2012-09-05;0;0;29;60;303;http://forum.alfemminile.com/forum/perteenfant/__f120562_perteenfant-O-t-ragazze-ho-bisogno-di-conforto-triste.html
it;it_aborto_spontaneo_reduced;Aborto interno alla 15^ settimana;tata7864;2012-02-15;2012-02-17;2;2;3;12;545;http://forum.alfemminile.com/forum/perteenfant/__f113678_perteenfant-Aborto-interno-alla-15-settimana.html
it;it_aborto_spontaneo_reduced;Ginecologi regione per regione 06/08/08;crystal336;2008-08-06;2009-05-04;271;271;25;30;3061;http://forum.alfemminile.com/forum/perteenfant/__f47692_perteenfant-Ginecologi-regione-per-regione-06-08-08.html
it;it_aborto_spontaneo_reduced;Ot - é tanto che non chiedo il pulmino o gli incrocini...ma oggi...;sissi197711;2012-09-01;2012-09-01;0;0;18;23;128;http://forum.alfemminile.com/forum/perteenfant/__f120432_perteenfant-Ot-e-tanto-che-non-chiedo-il-pulmino-o-gli-incrocini-ma-oggi.html
it;it_aborto_spontaneo_reduced;Sara e' diventata un angioletto;dag121;2012-08-24;2012-08-24;0;0;32;34;289;http://forum.alfemminile.com/forum/perteenfant/__f120199_perteenfant-Sara-e-diventata-un-angioletto.html
it;it_aborto_spontaneo_reduced;Perchè succedono queste cose?;massichiara;2012-08-25;2012-08-25;0;0;8;10;325;http://forum.alfemminile.com/forum/perteenfant/__f120219_perteenfant-Perche-succedono-queste-cose-triste-triste.html
it;it_aborto_spontaneo_reduced;Sono distrutta...;snowdusty;2012-08-24;2012-08-24;0;0;11;12;323;http://forum.alfemminile.com/forum/perteenfant/__f120212_perteenfant-Sono-distrutta-cry-cry.html
it;it_aborto_spontaneo_reduced;Appello a tutte le pancine e new mamme;saenryta;2012-08-22;2012-08-22;0;0;14;27;408;http://forum.alfemminile.com/forum/perteenfant/__f120142_perteenfant-Appello-a-tutte-le-pancine-e-new-mamme-lover.html
it;it_aborto_spontaneo_reduced;Utero setto  aiutatemi per favore;hastasiemprejoy;2012-08-08;2012-08-08;0;0;11;12;499;http://forum.alfemminile.com/forum/perteenfant/__f119881_perteenfant-Utero-setto-larme-aiutatemi-per-favore.html
it;it_aborto_spontaneo_reduced;Chiedo aiuto anche qui...ho bisogno di sostegno;error31;2012-08-10;2012-08-10;0;0;6;23;634;http://forum.alfemminile.com/forum/perteenfant/__f119925_perteenfant-Chiedo-aiuto-anche-qui-ho-bisogno-di-sostegno.html
it;it_aborto_spontaneo_reduced;Finalmente...angolo bebè;aleamare;2012-07-24;2012-07-26;2;2;44;49;145;http://forum.alfemminile.com/forum/perteenfant/__f119507_perteenfant-Finalmente-angolo-bebe-larme-larme-larme.html
it;it_aborto_spontaneo_reduced;Passo a farvi un saluto;cinella85;2012-07-27;2012-07-27;0;0;11;17;220;http://forum.alfemminile.com/forum/perteenfant/__f119589_perteenfant-Passo-a-farvi-un-saluto.html
it;it_aborto_spontaneo_reduced;Ot....;mieiangeli;2012-07-26;2012-07-27;1;1;6;9;222;http://forum.alfemminile.com/forum/perteenfant/__f119559_perteenfant-Ot-shy.html
it;it_aborto_spontaneo_reduced;Ot o no??chissa se martachevola, cinella, io1412, nicletta;lorylory81;2012-07-14;2012-07-27;13;13;9;19;189;http://forum.alfemminile.com/forum/perteenfant/__f119228_perteenfant-Ot-o-no-chissa-se-martachevola-cinella-io1412-nicletta.html
it;it_aborto_spontaneo_reduced;Nel rispetto di tutte voi, spero di incoraggiarvi un po';tequillas;2012-07-26;2012-07-26;0;0;27;27;249;http://forum.alfemminile.com/forum/perteenfant/__f119557_perteenfant-Nel-rispetto-di-tutte-voi-spero-di-incoraggiarvi-un-po.html
it;it_aborto_spontaneo_reduced;Fattore leiden v eterozigote;caterina06;2005-10-12;2007-02-06;482;482;45;60;609;http://forum.alfemminile.com/forum/perteenfant/__f860_perteenfant-Fattore-leiden-v-eterozigote.html
it;it_aborto_spontaneo_reduced;Esami poliabortività;diva7819;2012-07-25;2012-07-25;0;0;8;18;297;http://forum.alfemminile.com/forum/perteenfant/__f119540_perteenfant-Esami-poliabortivita.html
it;it_aborto_spontaneo_reduced;Ot, ot:  ragazze ..... vi devo confessare una cosa......;unangeloconme;2012-07-24;2012-07-24;0;0;22;38;212;http://forum.alfemminile.com/forum/perteenfant/__f119505_perteenfant-Ot-ot-ragazze-vi-devo-confessare-una-cosa-roule-amour.html
it;it_aborto_spontaneo_reduced;....per chi volesse vedere la nostra nipotina diletta;tomat72;2012-07-09;2012-07-09;0;0;30;33;92;http://forum.alfemminile.com/forum/perteenfant/__f119067_perteenfant--per-chi-volesse-vedere-la-nostra-nipotina-diletta-love-cool-arrow.html
it;it_aborto_spontaneo_reduced;noi e le nostre storie      da201al 291(31-03);giualasimchenonmolla;2010-03-31;2010-03-31;0;0;31;42;6625;http://forum.alfemminile.com/forum/perteenfant/__f84611_perteenfant--noi-e-le-nostre-storie-da201al-291-31-03.html
it;it_aborto_spontaneo_reduced;O.t. ci raccontiamo l'ultimo sogno ricorrente ...;chiarettamatteo;2012-07-10;2012-07-10;0;0;3;7;638;http://forum.alfemminile.com/forum/perteenfant/__f119090_perteenfant-O-t-ci-raccontiamo-l-ultimo-sogno-ricorrente-amour.html
it;it_aborto_spontaneo_reduced;Ot. mia cugina di 30 sett ha già le contrazioni..;dragoncella80;2012-07-08;2012-07-08;0;0;8;10;365;http://forum.alfemminile.com/forum/perteenfant/__f119047_perteenfant-Ot-mia-cugina-di-30-sett-ha-gia-le-contrazioni-triste.html
it;it_aborto_spontaneo_reduced;Lunedì mi ricovero;stella3507;2012-06-30;2012-07-01;1;1;42;75;126;http://forum.alfemminile.com/forum/perteenfant/__f118857_perteenfant-Lunedi-mi-ricovero-roll.html
it;it_aborto_spontaneo_reduced;L'ho perso a 12 settimane...;sofansa82;2012-07-05;2012-07-05;0;0;24;27;402;http://forum.alfemminile.com/forum/perteenfant/__f118962_perteenfant-L-ho-perso-a-12-settimane.html
it;it_aborto_spontaneo_reduced;O.t.ma la nostra epy...e brubi;tomat72;2012-07-04;2012-07-04;0;0;8;12;164;http://forum.alfemminile.com/forum/perteenfant/__f118930_perteenfant-O-t-ma-roll-la-nostra-epy-roll-e-brubi-roll.html
it;it_aborto_spontaneo_reduced;Mutazione mthfr in eterozigosi;lyon1973;2012-07-03;2012-07-03;0;0;8;17;298;http://forum.alfemminile.com/forum/perteenfant/__f118890_perteenfant-Mutazione-mthfr-in-eterozigosi-triste-triste.html
it;it_aborto_spontaneo_reduced;ieri sono andata al pronto....;acamablu;2012-06-30;2012-06-30;0;0;5;6;226;http://forum.alfemminile.com/forum/perteenfant/__f118849_perteenfant--shock-roll-ieri-sono-andata-al-pronto.html
it;it_aborto_spontaneo_reduced;Ot: aggiornamenti;stella3507;2012-06-27;2012-06-27;0;0;24;24;275;http://forum.alfemminile.com/forum/perteenfant/__f118789_perteenfant-Ot-aggiornamenti-arrow.html
it;it_aspettare_un_figlio_reduced;Fede, mammalias;rube771;2013-06-18;2013-06-18;0;0;9;11;95;http://forum.alfemminile.com/forum/matern1/__f469913_matern1-Fede-mammalias.html
it;it_aspettare_un_figlio_reduced;Cesareo programmato...spinale...;fuoco06;2013-06-18;2013-06-18;0;0;6;7;131;http://forum.alfemminile.com/forum/matern1/__f469923_matern1-Cesareo-programmato-spinale.html
it;it_aspettare_un_figlio_reduced;Corso preparto...;alex8650;2013-05-31;2013-05-31;0;0;4;4;112;http://forum.alfemminile.com/forum/matern1/__f467650_matern1-Corso-preparto.html
it;it_aspettare_un_figlio_reduced;Ormai manca poco...e...me la sto facendo sotto...;dea991;2013-06-18;2013-06-18;0;0;15;36;165;http://forum.alfemminile.com/forum/matern1/__f469938_matern1-Ormai-manca-poco-e-me-la-sto-facendo-sotto.html
it;it_aspettare_un_figlio_reduced;Il mio parto (lungo lunghissimo);mamakoke;2013-06-17;2013-06-17;0;0;22;41;206;http://forum.alfemminile.com/forum/matern1/__f469850_matern1-Il-mio-parto-lungo-lunghissimo-d.html
it;it_aspettare_un_figlio_reduced;Donazione del cordone. info?  lungo (maddai?  );sushichan;2013-06-17;2013-06-18;1;1;4;7;1405;http://forum.alfemminile.com/forum/matern1/__f469891_matern1-Donazione-del-cordone-info-fou-lungo-maddai-mrgreen.html
it;it_aspettare_un_figlio_reduced;Oggi mi lagno io e chissene se vengo giudicata!;quidentroviveunastoria;2013-06-18;2013-06-18;0;0;25;55;540;http://forum.alfemminile.com/forum/matern1/__f469902_matern1-Oggi-mi-lagno-io-e-chissene-se-vengo-giudicata-evil.html
it;it_aspettare_un_figlio_reduced;Non dormo perché sono arrabbiata.....;esoterya;2013-06-17;2013-06-17;0;0;16;45;351;http://forum.alfemminile.com/forum/matern1/__f469761_matern1-Non-dormo-perche-sono-arrabbiata.html
it;it_aspettare_un_figlio_reduced;Chi è allae primissime settimane?!le pancine di gennaio 2014 a me!;spero2013;2013-05-27;2013-05-27;0;0;112;233;188;http://forum.alfemminile.com/forum/matern1/__f466953_matern1-Chi-e-allae-primissime-settimane-le-pancine-di-gennaio-2014-a-me.html
it;it_aspettare_un_figlio_reduced;La questione è seria: donne allo spanzamento.... che possiamo fare x farli nascere un po prima??;simoncinaa;2013-06-17;2013-06-17;0;0;17;35;170;http://forum.alfemminile.com/forum/matern1/__f469829_matern1-La-questione-e-seria-donne-allo-spanzamento-che-possiamo-fare-x-farli-nascere-un-po-prima.html
it;it_aspettare_un_figlio_reduced;No...ma io ci rinuncio....;esoterya;2013-06-17;2013-06-17;0;0;13;35;226;http://forum.alfemminile.com/forum/matern1/__f469887_matern1-No-ma-io-ci-rinuncio.html
it;it_aspettare_un_figlio_reduced;Mammine di fino luglio inizio agosto;korallina4;2013-06-17;2013-06-17;0;0;7;8;92;http://forum.alfemminile.com/forum/matern1/__f469871_matern1-Mammine-di-fino-luglio-inizio-agosto-super-super-super.html
it;it_aspettare_un_figlio_reduced;La gine mi ha messa a dieta;rube771;2013-06-17;2013-06-17;0;0;27;78;234;http://forum.alfemminile.com/forum/matern1/__f469849_matern1-La-gine-mi-ha-messa-a-dieta.html
it;it_aspettare_un_figlio_reduced;Margherita;valentuba;2013-06-17;2013-06-17;0;0;29;59;109;http://forum.alfemminile.com/forum/matern1/__f469822_matern1-Margherita-star.html
it;it_aspettare_un_figlio_reduced;Ho cambiato idea;redhead91;2013-06-15;2013-06-15;0;0;18;48;497;http://forum.alfemminile.com/forum/matern1/__f469556_matern1-Ho-cambiato-idea.html
it;it_aspettare_un_figlio_reduced;Secondo cesareo...;elenuccia781;2013-06-17;2013-06-17;0;0;6;7;159;http://forum.alfemminile.com/forum/matern1/__f469781_matern1-Secondo-cesareo.html
it;it_aspettare_un_figlio_reduced;Aggiornamento macchie rosa;maria300484;2013-06-16;2013-06-17;1;1;18;71;179;http://forum.alfemminile.com/forum/matern1/__f469713_matern1-Aggiornamento-macchie-rosa.html
it;it_aspettare_un_figlio_reduced;Ma chi ha la pressione alta deve per forza;jrosy2;2013-06-16;2013-06-16;0;0;11;20;196;http://forum.alfemminile.com/forum/matern1/__f469720_matern1-Ma-chi-ha-la-pressione-alta-deve-per-forza.html
it;it_aspettare_un_figlio_reduced;Qualche pancina di piacenza?;sara9779;2013-02-07;2013-02-28;21;21;14;125;152;http://forum.alfemminile.com/forum/matern1/__f452343_matern1-Qualche-pancina-di-piacenza.html
it;it_aspettare_un_figlio_reduced;È nato il mio bimbo a 27 e quattro giorni. ....;spatagno;2013-06-13;2013-06-14;1;1;57;58;98;http://forum.alfemminile.com/forum/matern1/__f469396_matern1-e-nato-il-mio-bimbo-a-27-e-quattro-giorni.html
it;it_aspettare_un_figlio_reduced;Ciao bimbeeee;valentuba;2013-06-16;2013-06-16;0;0;25;25;88;http://forum.alfemminile.com/forum/matern1/__f469668_matern1-Ciao-bimbeeee-mrgreen-mrgreen.html
it;it_aspettare_un_figlio_reduced;Ho commesso l'errore (ot);kappabi79;2013-06-15;2013-06-15;0;0;11;32;185;http://forum.alfemminile.com/forum/matern1/__f469637_matern1-Ho-commesso-l-errore-ot.html
it;it_aspettare_un_figlio_reduced;Eccomi qui.. stremata;mammalias;2013-06-16;2013-06-16;0;0;3;8;161;http://forum.alfemminile.com/forum/matern1/__f469685_matern1-Eccomi-qui-stremata.html
it;it_aspettare_un_figlio_reduced;Panzotte di catania ??;mariaregina2;2013-06-13;2013-06-16;3;3;14;27;72;http://forum.alfemminile.com/forum/matern1/__f469360_matern1-Panzotte-di-catania.html
it;it_aspettare_un_figlio_reduced;Chi quasi a termine con un gigante nella pancia?;tolyna791;2013-06-16;2013-06-16;0;0;4;4;241;http://forum.alfemminile.com/forum/matern1/__f469658_matern1-Chi-quasi-a-termine-con-un-gigante-nella-pancia-amour.html
it;it_aspettare_un_figlio_reduced;Ma tutti i papà entreranno?;dealunamadre79;2013-06-15;2013-06-15;0;0;9;9;213;http://forum.alfemminile.com/forum/matern1/__f469631_matern1-Ma-tutti-i-papa-entreranno.html
it;it_aspettare_un_figlio_reduced;Buongiorno bellissime amiche mie;valentuba;2013-06-15;2013-06-15;0;0;41;41;104;http://forum.alfemminile.com/forum/matern1/__f469548_matern1-Buongiorno-bellissime-amiche-mie-mryellow.html
it;it_aspettare_un_figlio_reduced;Vacanza dei suoceri a pochi giorni dal termine...vi sembra giusto?;lanina2810;2013-06-14;2013-06-14;0;0;25;51;340;http://forum.alfemminile.com/forum/matern1/__f469450_matern1-Vacanza-dei-suoceri-a-pochi-giorni-dal-termine-vi-sembra-giusto.html
it;it_aspettare_un_figlio_reduced;Ma margherita di valentuba;manu51088;2013-06-14;2013-06-14;0;0;3;4;54;http://forum.alfemminile.com/forum/matern1/__f469534_matern1-Ma-margherita-di-valentuba-arrow.html
it;it_aspettare_un_figlio_reduced;Eccoci quii, racconto parto;meravigliosoamoremio;2013-06-14;2013-06-14;0;0;11;12;203;http://forum.alfemminile.com/forum/matern1/__f469517_matern1-Eccoci-quii-racconto-parto.html
it;it_aspettare_un_figlio_reduced;Chi di voi ha irregolarità ai battiti cardiaci durante la gravidanza.;violettadiprimavera;2013-06-13;2013-06-14;1;1;8;13;223;http://forum.alfemminile.com/forum/matern1/__f469393_matern1-Chi-di-voi-ha-irregolarita-ai-battiti-cardiaci-durante-la-gravidanza.html
it;it_aspettare_un_figlio_reduced;Ebbene...;valentuba;2013-06-14;2013-06-14;0;0;74;75;134;http://forum.alfemminile.com/forum/matern1/__f469417_matern1-Ebbene.html
it;it_aspettare_un_figlio_reduced;Fa male;leyladolceattesa;2013-06-14;2013-06-14;0;0;3;6;50;http://forum.alfemminile.com/forum/matern1/__f469475_matern1-Fa-male.html
it;it_aspettare_un_figlio_reduced;Quasi ot...mhá a volte resto interdetta(lungoooo sorry);ladymamy;2013-06-14;2013-06-14;0;0;11;18;651;http://forum.alfemminile.com/forum/matern1/__f469403_matern1-Quasi-ot-mha-a-volte-resto-interdetta-lungoooo-sorry.html
it;it_aspettare_un_figlio_reduced;Piu' difficile partorire se non si frequenta;jrosy2;2013-06-14;2013-06-14;0;0;12;13;293;http://forum.alfemminile.com/forum/matern1/__f469443_matern1-Piu-difficile-partorire-se-non-si-frequenta.html
it;it_aspettare_un_figlio_reduced;Si puo insistere;emmina75;2013-06-14;2013-06-14;0;0;7;9;309;http://forum.alfemminile.com/forum/matern1/__f469413_matern1-Si-puo-insistere.html
it;it_aspettare_un_figlio_reduced;Chi ha paura del parto?;celeste1913;2013-06-13;2013-06-13;0;0;16;21;148;http://forum.alfemminile.com/forum/matern1/__f469346_matern1-Chi-ha-paura-del-parto.html
it;it_aspettare_un_figlio_reduced;Ragazze sapete se si può scegliere di farsi il cesareo o lo decide solo il gine;federica19121990;2013-06-14;2013-06-14;0;0;4;19;116;http://forum.alfemminile.com/forum/matern1/__f469408_matern1-Ragazze-sapete-se-si-puo-scegliere-di-farsi-il-cesareo-o-lo-decide-solo-il-gine.html
it;it_aspettare_un_figlio_reduced;24 ore in sala parto;federica19121990;2013-06-14;2013-06-14;0;0;3;7;152;http://forum.alfemminile.com/forum/matern1/__f469404_matern1-24-ore-in-sala-parto.html
it;it_aspettare_un_figlio_reduced;Eccomiiii;valentuba;2013-06-13;2013-06-13;0;0;51;72;141;http://forum.alfemminile.com/forum/matern1/__f469302_matern1-Eccomiiii-mrgreen-mrgreen-mrgreen.html
it;it_aspettare_un_figlio_reduced;Manovra rivolgimento bimbo podalico;lanina2810;2013-06-13;2013-06-13;0;0;4;5;308;http://forum.alfemminile.com/forum/matern1/__f469315_matern1-Manovra-rivolgimento-bimbo-podalico.html
it;it_aspettare_un_figlio_reduced;Post polemico;flandi78;2013-06-11;2013-06-11;0;0;35;104;287;http://forum.alfemminile.com/forum/matern1/__f469073_matern1-Post-polemico-twisted-twisted-twisted.html
it;it_aspettare_un_figlio_reduced;Aggiornamenti ospedalieri...;valentuba;2013-06-12;2013-06-12;0;0;60;132;103;http://forum.alfemminile.com/forum/matern1/__f469225_matern1-Aggiornamenti-ospedalieri-mrgreen.html
it;it_aspettare_un_figlio_reduced;Parto naturale dopo cesareo;scric888;2013-06-10;2013-06-12;2;2;6;8;281;http://forum.alfemminile.com/forum/matern1/__f468882_matern1-Parto-naturale-dopo-cesareo.html
it;it_aspettare_un_figlio_reduced;Per vale e tutte .in procinto del parto..;beatrice15711;2013-06-12;2013-06-12;0;0;7;11;145;http://forum.alfemminile.com/forum/matern1/__f469178_matern1-Per-vale-e-tutte-in-procinto-del-parto.html
it;it_aspettare_un_figlio_reduced;Mi aiutate?! panico;giadina130;2013-06-12;2013-06-12;0;0;6;11;200;http://forum.alfemminile.com/forum/matern1/__f469160_matern1-Mi-aiutate-panico.html
it;it_aspettare_un_figlio_reduced;Biometria 36 settimane... andro' incontro al cesareo?? confronto, please!!!;mansfield1974;2013-06-11;2013-06-11;0;0;8;28;268;http://forum.alfemminile.com/forum/matern1/__f469057_matern1-Biometria-36-settimane-andro-incontro-al-cesareo-confronto-please.html
it;it_aspettare_un_figlio_reduced;Ginecologi a roma;kaisra;2013-06-03;2013-06-04;1;1;16;32;212;http://forum.alfemminile.com/forum/matern1/__f467990_matern1-Ginecologi-a-roma-rigole-rigole-rigole.html
it;it_aspettare_un_figlio_reduced;Ma nessuna sa godersi la gravidanza?;cuorilla72;2013-06-11;2013-06-11;0;0;20;38;350;http://forum.alfemminile.com/forum/matern1/__f469034_matern1-Ma-nessuna-sa-godersi-la-gravidanza-shock.html
it;it_aspettare_un_figlio_reduced;Che depilazione per il parto? la solita- oooooooo?;sentinella14;2013-06-02;2013-06-02;0;0;14;17;265;http://forum.alfemminile.com/forum/matern1/__f467793_matern1-Che-depilazione-per-il-parto-la-solita-oooooooo.html
it;it_aspettare_un_figlio_reduced;Stime peso tanto diverse dal peso reale alla nascita??;sandra88mi;2013-06-11;2013-06-11;0;0;8;12;175;http://forum.alfemminile.com/forum/matern1/__f469071_matern1-Stime-peso-tanto-diverse-dal-peso-reale-alla-nascita.html
it;it_aspettare_un_figlio_reduced;Mioma in gravidanza;yptu;2013-06-10;2013-06-11;1;1;3;8;277;http://forum.alfemminile.com/forum/matern1/__f468962_matern1-Mioma-in-gravidanza.html
it;it_aspettare_un_figlio_reduced;Situazione peso...senza polemiche...per carià!!!;dea991;2013-06-10;2013-06-10;0;0;21;32;253;http://forum.alfemminile.com/forum/matern1/__f468963_matern1-Situazione-peso-senza-polemiche-per-caria-mrgreen.html
it;it_aspettare_un_figlio_reduced;Questione induzione per giàmmadri...;valentuba;2013-06-11;2013-06-11;0;0;28;40;306;http://forum.alfemminile.com/forum/matern1/__f468987_matern1-Questione-induzione-per-giammadri.html
it;it_aspettare_un_figlio_reduced;Qualcuno conosce il dott. russo emanuele, ginecologo all'ospedale garibaldi di nesima a catania?;airin86;2011-10-11;2011-10-11;0;0;5;19;224;http://forum.alfemminile.com/forum/matern1/__f377476_matern1-Qualcuno-conosce-il-dott-russo-emanuele-ginecologo-all-ospedale-garibaldi-di-nesima-a-catania.html
it;it_aspettare_un_figlio_reduced;Pancia post parto, cosa devo aspettarmi?;kielez;2013-06-10;2013-06-10;0;0;8;9;351;http://forum.alfemminile.com/forum/matern1/__f468957_matern1-Pancia-post-parto-cosa-devo-aspettarmi.html
it;it_aspettare_un_figlio_reduced;Parto naturale;leyladolceattesa;2013-06-10;2013-06-10;0;0;6;14;169;http://forum.alfemminile.com/forum/matern1/__f468941_matern1-Parto-naturale.html
it;it_aspettare_un_figlio_reduced;Rooming in esperienze!!!;aspettandovittoria;2013-06-10;2013-06-10;0;0;18;22;401;http://forum.alfemminile.com/forum/matern1/__f468894_matern1-Rooming-in-esperienze.html
it;it_aspettare_un_figlio_reduced;Noranorr cesareo d'urgenza;mamakoke;2013-06-10;2013-06-10;0;0;11;12;82;http://forum.alfemminile.com/forum/matern1/__f468943_matern1-Noranorr-cesareo-d-urgenza.html
it;it_aspettare_un_figlio_reduced;Belen - senza polemica;marghe985;2013-05-27;2013-05-27;0;0;18;20;295;http://forum.alfemminile.com/forum/matern1/__f466913_matern1-Belen-senza-polemica.html
it;it_aspettare_un_figlio_reduced;Vulvodinia e gravidanza;dafnee78;2012-04-07;2012-04-07;0;0;9;25;406;http://forum.alfemminile.com/forum/matern1/__f404508_matern1-Vulvodinia-e-gravidanza.html
it;it_aspettare_un_figlio_reduced;32 settomane podalico...cesareo per forza?;lanina2810;2013-06-10;2013-06-10;0;0;4;4;215;http://forum.alfemminile.com/forum/matern1/__f468936_matern1-32-settomane-podalico-cesareo-per-forza.html
it;it_aspettare_un_figlio_reduced;Lattezucchero ho bisogno di te!;dreammamy;2013-06-10;2013-06-10;0;0;4;7;543;http://forum.alfemminile.com/forum/matern1/__f468902_matern1-Lattezucchero-ho-bisogno-di-te.html
it;it_aspettare_un_figlio_reduced;E anche l'ultimo monitoraggio è andato...;valentuba;2013-06-10;2013-06-10;0;0;15;24;147;http://forum.alfemminile.com/forum/matern1/__f468896_matern1-E-anche-l-ultimo-monitoraggio-e-andato.html
it;it_aspettare_un_figlio_reduced;Se evito la visita con l'anestesista;simoncina831;2013-06-09;2013-06-09;0;0;11;18;197;http://forum.alfemminile.com/forum/matern1/__f468736_matern1-Se-evito-la-visita-con-l-anestesista.html
it;it_aspettare_un_figlio_reduced;Gruppo della disperazione...;valentuba;2013-06-09;2013-06-09;0;0;40;78;264;http://forum.alfemminile.com/forum/matern1/__f468739_matern1-Gruppo-della-disperazione.html
it;it_aspettare_un_figlio_reduced;oggi 35 sett manca sempre meno!!   chi come me?;sabri3100;2013-06-06;2013-06-10;4;4;16;38;160;http://forum.alfemminile.com/forum/matern1/__f468421_matern1--d-oggi-35-sett-manca-sempre-meno-love-chi-come-me.html
it;it_aspettare_un_figlio_reduced;Aiutoooo!!!!rinc0gli0nimento da epidurale o cosa???!!!;maaetel999;2013-06-09;2013-06-09;0;0;10;14;185;http://forum.alfemminile.com/forum/matern1/__f468764_matern1-Aiutoooo-rinc0gli0nimento-da-epidurale-o-cosa-fou-fou-fou.html
it;it_aspettare_un_figlio_reduced;Aiuto ragazze mancano 49 giorni;simpatica262;2013-06-09;2013-06-09;0;0;2;4;243;http://forum.alfemminile.com/forum/matern1/__f468782_matern1-Aiuto-ragazze-mancano-49-giorni.html
it;it_aspettare_un_figlio_reduced;Epidurale la farete o no?;sentinella14;2013-06-06;2013-06-06;0;0;39;73;190;http://forum.alfemminile.com/forum/matern1/__f468435_matern1-Epidurale-la-farete-o-no.html
it;it_aspettare_un_figlio_reduced;Imola e dintorni??;luvi1984;2013-06-09;2013-06-09;0;0;4;5;125;http://forum.alfemminile.com/forum/matern1/__f468713_matern1-Imola-e-dintorni.html
it;it_aspettare_un_figlio_reduced;Finalmente a quasi 42 settimane ho partorito pure io!!!;maaetel999;2013-06-07;2013-06-07;0;0;17;29;151;http://forum.alfemminile.com/forum/matern1/__f468572_matern1-Finalmente-a-quasi-42-settimane-ho-partorito-pure-io-roule-roule-roule.html
it;it_aspettare_un_figlio_reduced;Mia figlia quasi 25 settimane;vivina2013;2013-06-08;2013-06-08;0;0;5;5;178;http://forum.alfemminile.com/forum/matern1/__f468622_matern1-Mia-figlia-quasi-25-settimane.html
it;it_aspettare_un_figlio_reduced;A quante settimane avete partorito?;kim9993;2013-06-07;2013-06-07;0;0;20;25;104;http://forum.alfemminile.com/forum/matern1/__f468590_matern1-A-quante-settimane-avete-partorito.html
it;it_aspettare_un_figlio_reduced;fatebenefratelli napoli;sara19722;2008-09-02;2008-09-02;0;0;18;22;314;http://forum.alfemminile.com/forum/matern1/__f220738_matern1--fatebenefratelli-napoli.html
it;it_aspettare_un_figlio_reduced;Tra esattamente 23 giorni nasce reem.....;esoterya;2013-06-07;2013-06-07;0;0;10;12;95;http://forum.alfemminile.com/forum/matern1/__f468557_matern1-Tra-esattamente-23-giorni-nasce-reem.html
it;it_aspettare_un_figlio_reduced;Ma son tutte patate nel 2013;el4v;2013-06-06;2013-06-06;0;0;55;57;51;http://forum.alfemminile.com/forum/matern1/__f468460_matern1-Ma-son-tutte-patate-nel-2013-mrgreen-roule.html
it;it_aspettare_un_figlio_reduced;40   3 ancora niente .. voi ??;debby807;2013-06-06;2013-06-06;0;0;6;12;149;http://forum.alfemminile.com/forum/matern1/__f468342_matern1-40-3-ancora-niente-voi.html
