lang;forum;title;original_author;start_date;end_date;range;time;nb_authors;nb_replies;avg_post_length;url
it;aspettare un figlio  ;Vi risulta che chi ha assunto vasosuprina;riokaluna;12/12/12;12/12/12;0;1;3;7;80;http://forum.alfemminile.com/forum/matern1/__f443824_matern1-Vi-risulta-che-chi-ha-assunto-vasosuprina.html
it;aspettare un figlio  ;Paura del parto;riokaluna;12/12/12;12/12/12;0;1;4;6;296;http://forum.alfemminile.com/forum/matern1/__f443816_matern1-Paura-del-parto.html
it;aspettare un figlio  ;La gioia più grande è diventare mamma  il mio racconto parto;gioia1002;22/08/09;22/08/09;0;1;17;21;304;http://forum.alfemminile.com/forum/matern1/__f262106_matern1-La-gioia-piu-grande-e-diventare-mamma-amour-il-mio-racconto-parto-amour.html
it;aspettare un figlio  ;Ragazze con diabete gestazionale,venite a me;larav85;29/11/12;29/11/12;0;1;9;25;591;http://forum.alfemminile.com/forum/matern1/__f442033_matern1-Ragazze-con-diabete-gestazionale-venite-a-me-d.html
it;aspettare un figlio  ;Info pre e post epidurale, entrate per favore!!!!!;roby982;12/12/12;12/12/12;0;1;5;9;370;http://forum.alfemminile.com/forum/matern1/__f443762_matern1-Info-pre-e-post-epidurale-entrate-per-favore.html
it;aspettare un figlio  ;Policlinico napoli : qualcuna ha partorito l“?;78giulia;01/06/10;05/06/10;4;5;12;26;376;http://forum.alfemminile.com/forum/matern1/__f297796_matern1-Policlinico-napoli-qualcuna-ha-partorito-li.html
it;aspettare un figlio  ;Ennesima domanda sul cesareo;loryveehotmailcom;12/12/12;12/12/12;0;1;3;5;276;http://forum.alfemminile.com/forum/matern1/__f443749_matern1-Ennesima-domanda-sul-cesareo-arrow.html
it;aspettare un figlio  ;Insunila ma senza diabete..;giadinaca;11/12/12;11/12/12;0;1;4;11;304;http://forum.alfemminile.com/forum/matern1/__f443681_matern1-Insunila-ma-senza-diabete.html
it;aspettare un figlio  ;Stamattina sono crollata emotivamente;larav85;11/12/12;11/12/12;0;1;6;15;443;http://forum.alfemminile.com/forum/matern1/__f443562_matern1-Stamattina-sono-crollata-emotivamente.html
it;aspettare un figlio  ;Epidurale milano-varese;stellinapiccina;23/01/07;23/01/07;0;1;12;20;242;http://forum.alfemminile.com/forum/matern1/__f139927_matern1-Epidurale-milano-varese.html
it;aspettare un figlio  ;Cesareo programmato?;gugu1981;09/12/12;09/12/12;0;1;13;62;279;http://forum.alfemminile.com/forum/matern1/__f443334_matern1-Cesareo-programmato.html
it;aspettare un figlio  ;Ma 16 anni sono un'etˆ fertile o mi sbaglio?;aleroby07;11/12/12;11/12/12;0;1;7;29;330;http://forum.alfemminile.com/forum/matern1/__f443625_matern1-Ma-16-anni-sono-un-eta-fertile-o-mi-sbaglio-roule.html
it;aspettare un figlio  ;un consiglio dalle giˆ mamme;sofi7890;01/11/09;01/11/09;0;1;5;7;4022;http://forum.alfemminile.com/forum/matern1/__f273379_matern1--arrow-un-consiglio-dalle-gia-mamme-mrgreen.html
it;aspettare un figlio  ;Mamme scelta trio... parliamone;martysun;09/12/12;11/12/12;2;3;11;12;453;http://forum.alfemminile.com/forum/matern1/__f443297_matern1-Mamme-scelta-trio-parliamone-fou-fou.html
it;aspettare un figlio  ;Stanotte dormite tutte?;loryveehotmailcom;11/12/12;11/12/12;0;1;13;41;78;http://forum.alfemminile.com/forum/matern1/__f443548_matern1-Stanotte-dormite-tutte.html
it;aspettare un figlio  ;Voi dopo aver spanzato metterete subito la fascia per comprimere;xxx924;09/12/12;09/12/12;0;1;14;20;221;http://forum.alfemminile.com/forum/matern1/__f443341_matern1-Voi-dopo-aver-spanzato-metterete-subito-la-fascia-per-comprimere.html
it;aspettare un figlio  ;Cesareo e rimozione cisti da ovaio;loryveehotmailcom;10/12/12;10/12/12;0;1;4;6;94;http://forum.alfemminile.com/forum/matern1/__f443503_matern1-Cesareo-e-rimozione-cisti-da-ovaio-arrow.html
it;aspettare un figlio  ;Bimbo podalico a 33 settimane;agre7770;10/12/12;10/12/12;0;1;6;10;152;http://forum.alfemminile.com/forum/matern1/__f443466_matern1-Bimbo-podalico-a-33-settimane.html
it;aspettare un figlio  ;Mˆ che bel natale con giulia dentro alla mia pancia;margot3587;08/12/12;09/12/12;1;2;6;13;114;http://forum.alfemminile.com/forum/matern1/__f443206_matern1-Ma-che-bel-natale-con-giulia-dentro-alla-mia-pancia-amour.html
it;aspettare un figlio  ;Amiche sto al 7 mese e vorrei incominciare ha preparare qualcosina;margot3587;09/12/12;09/12/12;0;1;4;7;215;http://forum.alfemminile.com/forum/matern1/__f443273_matern1-Amiche-sto-al-7-mese-e-vorrei-incominciare-ha-preparare-qualcosina-roule.html
it;aspettare un figlio  ;Sos valigia... ragazze;loryveehotmailcom;07/12/12;07/12/12;0;1;18;29;330;http://forum.alfemminile.com/forum/matern1/__f443111_matern1-Sos-valigia-ragazze-arrow.html
it;aspettare un figlio  ;Domanda stupida;michela21m;09/12/12;09/12/12;0;1;14;76;87;http://forum.alfemminile.com/forum/matern1/__f443312_matern1-Domanda-stupida-bete.html
it;aspettare un figlio  ;Ma anche voi sentite;viviana180611;08/12/12;09/12/12;1;2;8;16;203;http://forum.alfemminile.com/forum/matern1/__f443246_matern1-Ma-anche-voi-sentite.html
it;aspettare un figlio  ;Paranoie sul ginecologo e su cosa fare, vi capita?;dasami791;09/12/12;09/12/12;0;1;3;5;366;http://forum.alfemminile.com/forum/matern1/__f443248_matern1-Paranoie-sul-ginecologo-e-su-cosa-fare-vi-capita.html
it;aspettare un figlio  ;Mamme di genova ed ospedali;29mely86;07/12/12;07/12/12;0;1;7;17;689;http://forum.alfemminile.com/forum/matern1/__f443109_matern1-Mamme-di-genova-ed-ospedali.html
it;aspettare un figlio  ;Domanda (scema) per chi ha fatto il cesareo;elysa805;09/12/12;09/12/12;0;1;15;19;330;http://forum.alfemminile.com/forum/matern1/__f443274_matern1-Domanda-scema-per-chi-ha-fatto-il-cesareo-shy.html
it;aspettare un figlio  ;Chi ha partorito o partorirˆ in mangiagalli milano! help!;aleroby07;09/12/12;09/12/12;0;1;4;13;386;http://forum.alfemminile.com/forum/matern1/__f443309_matern1-Chi-ha-partorito-o-partorira-in-mangiagalli-milano-help.html
it;aspettare un figlio  ;Dolori;anpa77;08/12/12;09/12/12;1;2;3;9;139;http://forum.alfemminile.com/forum/matern1/__f443224_matern1-Dolori.html
it;aspettare un figlio  ;Questo mese dovr˜ fare la curva glicemica;margot3587;09/12/12;09/12/12;0;1;6;15;131;http://forum.alfemminile.com/forum/matern1/__f443278_matern1-Questo-mese-dovro-fare-la-curva-glicemica-shock.html
it;aspettare un figlio  ;Ma è tanto doloroso;viviana180611;08/12/12;08/12/12;0;1;16;33;236;http://forum.alfemminile.com/forum/matern1/__f443180_matern1-Ma-e-tanto-doloroso-triste-triste.html
it;aspettare un figlio  ;Partorire in clinica privata: esperienze, opinioni?;dasami791;08/12/12;08/12/12;0;1;5;7;531;http://forum.alfemminile.com/forum/matern1/__f443169_matern1-Partorire-in-clinica-privata-esperienze-opinioni.html
it;aspettare un figlio  ;Terzo cesareo...a che settimana???;annuccina;08/12/12;08/12/12;0;1;5;7;189;http://forum.alfemminile.com/forum/matern1/__f443177_matern1-Terzo-cesareo-a-che-settimana.html
it;aspettare un figlio  ;Gestosi..qualcuna ne sa qualcosa..?!;giadinaca;08/12/12;08/12/12;0;1;6;17;244;http://forum.alfemminile.com/forum/matern1/__f443189_matern1-Gestosi-qualcuna-ne-sa-qualcosa.html
it;aspettare un figlio  ;Assorbenti post parto;serenacen;14/08/12;19/08/12;5;6;18;27;185;http://forum.alfemminile.com/forum/matern1/__f426691_matern1-Assorbenti-post-parto.html
it;aspettare un figlio  ;mamme di agosto;francy2989;22/11/12;29/11/12;7;8;22;41;121;http://forum.alfemminile.com/forum/matern1/__f440915_matern1--lover-mamme-di-agosto-lover-fete.html
it;aspettare un figlio  ;Parto al s eugenio con sigra penny e dott aureli;jodijoang;23/10/12;23/10/12;0;1;5;10;750;http://forum.alfemminile.com/forum/matern1/__f436543_matern1-Parto-al-s-eugenio-con-sigra-penny-e-dott-aureli-d-d-d-d.html
it;aspettare un figlio  ;Mammine di dicembre;rossana873;10/11/12;10/11/12;0;1;10;30;126;http://forum.alfemminile.com/forum/matern1/__f439211_matern1-Mammine-di-dicembre.html
it;aspettare un figlio  ;Cercasi larav85;raperonzolina84;07/12/12;08/12/12;1;2;3;25;462;http://forum.alfemminile.com/forum/matern1/__f443054_matern1-Cercasi-larav85.html
it;aspettare un figlio  ;Sant eugenio roma;jodijoang;12/10/12;13/10/12;1;2;4;10;338;http://forum.alfemminile.com/forum/matern1/__f435162_matern1-Sant-eugenio-roma.html
it;aspettare un figlio  ;non ho dormito un chezzo!;meraviglia28;07/12/12;07/12/12;0;1;15;45;145;http://forum.alfemminile.com/forum/matern1/__f443060_matern1--pcbreak-non-ho-dormito-un-chezzo.html
it;aspettare un figlio  ;Aiutooooo!!!;lua1485;07/12/12;07/12/12;0;1;2;6;302;http://forum.alfemminile.com/forum/matern1/__f443150_matern1-Aiutooooo.html
it;aspettare un figlio  ;Per le mamme quasi a termine;giada1014;23/11/12;23/11/12;0;1;5;7;178;http://forum.alfemminile.com/forum/matern1/__f441176_matern1-Per-le-mamme-quasi-a-termine.html
it;aspettare un figlio  ;Amniocentesi, io contraria ed ora tutti me lo impongono..;futuramamma85;06/12/12;06/12/12;0;1;20;31;487;http://forum.alfemminile.com/forum/matern1/__f442943_matern1-Amniocentesi-io-contraria-ed-ora-tutti-me-lo-impongono.html
it;aspettare un figlio  ;-7 dall dpp... e fifozza!!!!!!!!!!!!!!!!!!!!;roby982;07/12/12;07/12/12;0;1;4;5;384;http://forum.alfemminile.com/forum/matern1/__f443125_matern1--7-dall-dpp-e-fifozza.html
it;aspettare un figlio  ;Dopo tutto anche il diabete gravidico e che chezzo! chi come me?;vittoriacavallo;07/12/12;07/12/12;0;1;11;22;471;http://forum.alfemminile.com/forum/matern1/__f443050_matern1-Dopo-tutto-anche-il-diabete-gravidico-e-che-chezzo-chi-come-me.html
it;aspettare un figlio  ;Consiglio cosa comprare di camica da notte per partorire;xxx924;06/12/12;06/12/12;0;1;6;7;148;http://forum.alfemminile.com/forum/matern1/__f442964_matern1-Consiglio-cosa-comprare-di-camica-da-notte-per-partorire.html
it;aspettare un figlio  ;iscrizione mammine di aprile    percorriamo i 9 mesi insieme!;dream2326;14/08/12;20/08/12;6;7;144;897;174;http://forum.alfemminile.com/forum/matern1/__f426690_matern1--love-iscrizione-mammine-di-aprile-bird-percorriamo-i-9-mesi-insieme-love.html
it;aspettare un figlio  ;Parto indotto a 39+0... perchè???;annatu71;10/05/12;10/05/12;0;1;18;34;284;http://forum.alfemminile.com/forum/matern1/__f410478_matern1-Parto-indotto-a-39-0-perche.html
it;aspettare un figlio  ;Aggiorniamoci!!!   io sono un bradipo!;meraviglia28;05/12/12;05/12/12;0;1;13;58;221;http://forum.alfemminile.com/forum/matern1/__f442854_matern1-Aggiorniamoci-mrgreen-io-sono-un-bradipo.html
it;aspettare un figlio  ;Cardioaspirina;robytrilly;06/12/12;06/12/12;0;1;4;7;255;http://forum.alfemminile.com/forum/matern1/__f442914_matern1-Cardioaspirina.html
it;aspettare un figlio  ;9 mesecome siete prese??;meraviglia28;27/11/12;27/11/12;0;1;24;88;181;http://forum.alfemminile.com/forum/matern1/__f441726_matern1-9-mesecome-siete-prese-evil-evil-evil.html
it;aspettare un figlio  ;Mammine raccontateci i vostri parti con taglio cesareo;sorinella11;02/12/12;05/12/12;3;4;15;30;427;http://forum.alfemminile.com/forum/matern1/__f442381_matern1-Mammine-raccontateci-i-vostri-parti-con-taglio-cesareo-bebe-bebe-bebe.html
it;aspettare un figlio  ;Per chi ha partorito help;tpphotographer;05/12/12;05/12/12;0;1;4;6;106;http://forum.alfemminile.com/forum/matern1/__f442776_matern1-Per-chi-ha-partorito-help.html
it;aspettare un figlio  ;Ventricolomegalia lieve alla 30esima;candidaf;27/09/12;29/09/12;2;3;5;6;894;http://forum.alfemminile.com/forum/matern1/__f433227_matern1-Ventricolomegalia-lieve-alla-30esima.html
it;aspettare un figlio  ;4,200 kg a 39+1...;annatu71;24/05/12;25/05/12;1;2;4;6;253;http://forum.alfemminile.com/forum/matern1/__f413256_matern1-4-200-kg-a-39-1.html
it;aspettare un figlio  ;Morfologica all'ospedale di valmontone?;nala3pisellino;19/10/12;19/10/12;0;1;5;7;111;http://forum.alfemminile.com/forum/matern1/__f436062_matern1-Morfologica-all-ospedale-di-valmontone.html
it;aspettare un figlio  ;Parto in casa...... leggete!!!! sono ancora sconvolta;vittoriacavallo;03/12/12;03/12/12;0;1;33;61;334;http://forum.alfemminile.com/forum/matern1/__f442449_matern1-Parto-in-casa-leggete-sono-ancora-sconvolta-evil.html
it;aspettare un figlio  ;Reparto ostetricia anzio;chery121;19/08/12;19/08/12;0;1;7;42;152;http://forum.alfemminile.com/forum/matern1/__f427269_matern1-Reparto-ostetricia-anzio.html
it;aspettare un figlio  ;Cesareo dopo 5 anni?;free7911;10/10/12;11/10/12;1;2;11;29;380;http://forum.alfemminile.com/forum/matern1/__f434993_matern1-Cesareo-dopo-5-anni.html
it;aspettare un figlio  ;Per chi ha partorito al san giovanni di roma;gabrifrasc;04/12/12;05/12/12;1;2;7;16;265;http://forum.alfemminile.com/forum/matern1/__f442619_matern1-Per-chi-ha-partorito-al-san-giovanni-di-roma.html
it;aspettare un figlio  ;Parto in casa   ginecologi inutili  ospedali macellerie;kitty2877;03/12/12;03/12/12;0;1;23;68;477;http://forum.alfemminile.com/forum/matern1/__f442571_matern1-Parto-in-casa-shock-ginecologi-inutili-ospedali-macellerie-bete.html
it;aspettare un figlio  ;Partoriro il gg di natale;vera19795;04/12/12;04/12/12;0;1;3;5;100;http://forum.alfemminile.com/forum/matern1/__f442644_matern1-Partoriro-il-gg-di-natale.html
it;aspettare un figlio  ;Fibroma e parto naturale;tata19770;12/05/12;12/05/12;0;1;16;27;310;http://forum.alfemminile.com/forum/matern1/__f410993_matern1-Fibroma-e-parto-naturale.html
it;aspettare un figlio  ;Voglio essere cattiva!;pullico1;03/12/12;03/12/12;0;1;22;84;229;http://forum.alfemminile.com/forum/matern1/__f442503_matern1-Voglio-essere-cattiva.html
it;aspettare un figlio  ;Ottavo mese! chi come me?;isotta116;02/12/12;02/12/12;0;1;11;26;287;http://forum.alfemminile.com/forum/matern1/__f442369_matern1-Ottavo-mese-chi-come-me.html
it;aspettare un figlio  ;Il mio travaglio, è bene che sappiate;silviachiu;03/12/12;03/12/12;0;1;5;8;536;http://forum.alfemminile.com/forum/matern1/__f442458_matern1-Il-mio-travaglio-e-bene-che-sappiate.html
it;aspettare un figlio  ;Fibromi;chavelav;02/12/12;02/12/12;0;1;4;10;420;http://forum.alfemminile.com/forum/matern1/__f442385_matern1-Fibromi.html
it;aspettare un figlio  ;Che depressione sto maledetto diabete  !!!!;raperonzolina84;02/12/12;03/12/12;1;2;8;50;484;http://forum.alfemminile.com/forum/matern1/__f442409_matern1-Che-depressione-sto-maledetto-diabete-twisted.html
it;aspettare un figlio  ;Quanto manca alla vostra dpp???;asiaincinta;31/10/12;23/11/12;23;24;23;32;60;http://forum.alfemminile.com/forum/matern1/__f437749_matern1-Quanto-manca-alla-vostra-dpp.html
it;aspettare un figlio  ;ma i vostri gine vi danno il numero di telefono?;loremipsum81;30/11/12;30/11/12;0;1;39;54;232;http://forum.alfemminile.com/forum/matern1/__f442140_matern1--ma-i-vostri-gine-vi-danno-il-numero-di-telefono.html
it;aspettare un figlio  ;Oggi visita a 32+6;michela21m;01/12/12;01/12/12;0;1;11;29;176;http://forum.alfemminile.com/forum/matern1/__f442297_matern1-Oggi-visita-a-32-6-mrgreen.html
it;aspettare un figlio  ;Voglia di comprare e sistemare tutto ma me lo vietano..;giadinaca;30/11/12;30/11/12;0;1;28;38;239;http://forum.alfemminile.com/forum/matern1/__f442114_matern1-Voglia-di-comprare-e-sistemare-tutto-ma-me-lo-vietano-evil.html
it;aspettare un figlio  ;Tc e tc d'urgenza;valepenny;30/11/12;30/11/12;0;1;5;8;271;http://forum.alfemminile.com/forum/matern1/__f442130_matern1-Tc-e-tc-d-urgenza.html
it;aspettare un figlio  ;Domanda x le gia' mamme o mamme bis su cesareo;lees741;29/11/12;29/11/12;0;1;6;7;350;http://forum.alfemminile.com/forum/matern1/__f442031_matern1-Domanda-x-le-gia-mamme-o-mamme-bis-su-cesareo.html
it;aspettare un figlio  ;ho cominciato a mettere qualcosa per me in valigia;raffymatte;29/11/12;29/11/12;0;1;11;28;167;http://forum.alfemminile.com/forum/matern1/__f441982_matern1--shock-shock-ho-cominciato-a-mettere-qualcosa-per-me-in-valigia.html
it;aspettare un figlio  ;Cerco sostegno...;lattezucchero;29/11/12;29/11/12;0;1;7;12;224;http://forum.alfemminile.com/forum/matern1/__f441992_matern1-Cerco-sostegno.html
it;aspettare un figlio  ;Mamme un consiglio per favore;mammainansia87;29/11/12;29/11/12;0;1;7;9;189;http://forum.alfemminile.com/forum/matern1/__f441977_matern1-Mamme-un-consiglio-per-favore.html
it;aspettare un figlio  ;...con immensa gioia;seppiolina5;29/11/12;29/11/12;0;1;10;11;51;http://forum.alfemminile.com/forum/matern1/__f441961_matern1--saut-vache-con-immensa-gioia.html
it;aspettare un figlio  ;Cesario a 28 settimane;leila0229;29/11/12;29/11/12;0;1;12;13;388;http://forum.alfemminile.com/forum/matern1/__f441934_matern1-Cesario-a-28-settimane.html
it;aspettare un figlio  ;Per chi ha fatto tc vorrei un parere;morenaslayer;28/11/12;28/11/12;0;1;10;17;236;http://forum.alfemminile.com/forum/matern1/__f441869_matern1-Per-chi-ha-fatto-tc-vorrei-un-parere.html
it;aspettare un figlio  ;Ospedale sant'anna;pequena1976;17/05/12;28/05/12;11;12;10;29;250;http://forum.alfemminile.com/forum/matern1/__f411800_matern1-Ospedale-sant-anna.html
it;aspettare un figlio  ;Amiche oggi sto un po giù;margot3587;28/11/12;28/11/12;0;1;8;19;214;http://forum.alfemminile.com/forum/matern1/__f441859_matern1-Amiche-oggi-sto-un-po-giu.html
it;aspettare un figlio  ;7 mesi;diana190387;28/11/12;28/11/12;0;1;3;6;368;http://forum.alfemminile.com/forum/matern1/__f441858_matern1-7-mesi.html
it;aspettare un figlio  ;Terapia in seconda gravidanza dopo gestosi;st4rl3t;26/11/12;27/11/12;1;2;7;20;529;http://forum.alfemminile.com/forum/matern1/__f441561_matern1-Terapia-in-seconda-gravidanza-dopo-gestosi.html
it;aspettare un figlio  ;Domani nascerˆ bruno;anna83203;27/11/12;27/11/12;0;1;6;7;137;http://forum.alfemminile.com/forum/matern1/__f441723_matern1-Domani-nascera-bruno-roule.html
it;aspettare un figlio  ;Alla morfologica era podalici o di testa?;rita19751;27/11/12;27/11/12;0;1;13;17;157;http://forum.alfemminile.com/forum/matern1/__f441729_matern1-Alla-morfologica-era-podalici-o-di-testa.html
it;aspettare un figlio  ;Un viaggio di 8 ore a 25 settimane...;jeca27122008;27/11/12;27/11/12;0;1;12;18;395;http://forum.alfemminile.com/forum/matern1/__f441634_matern1-Un-viaggio-di-8-ore-a-25-settimane-cry-cry-cry.html
it;aspettare un figlio  ;X chi ha giˆ partorito;valepenny;26/11/12;26/11/12;0;1;10;21;130;http://forum.alfemminile.com/forum/matern1/__f441586_matern1-X-chi-ha-gia-partorito.html
it;aspettare un figlio  ;Chi sarˆ con voi in ospedale il giorno del parto?;bismammy;26/11/12;26/11/12;0;1;25;28;144;http://forum.alfemminile.com/forum/matern1/__f441550_matern1-Chi-sara-con-voi-in-ospedale-il-giorno-del-parto.html
it;aspettare un figlio  ;Ot . i vostri ginecologi;ilaesara;24/11/12;24/11/12;0;1;44;59;209;http://forum.alfemminile.com/forum/matern1/__f441321_matern1-Ot-i-vostri-ginecologi.html
it;aspettare un figlio  ;Sondaggio mamme di dicembre 2012;sssarocchia;01/08/12;01/08/12;0;1;55;78;132;http://forum.alfemminile.com/forum/matern1/__f425051_matern1-Sondaggio-mamme-di-dicembre-2012.html
it;aspettare un figlio  ;Depilazione totale per il parto    ridiamoci sopra;douspitit;23/11/12;23/11/12;0;1;32;50;195;http://forum.alfemminile.com/forum/matern1/__f441084_matern1-Depilazione-totale-per-il-parto-larme-ridiamoci-sopra-moque.html
it;aspettare un figlio  ;Ginecologo biella!!!!???????????;siria861;27/05/10;28/05/10;1;2;6;9;226;http://forum.alfemminile.com/forum/matern1/__f297242_matern1-Ginecologo-biella.html
it;aspettare un figlio  ;Mamme di perugia e dintorni aiutatemi a scegliere!!;ippo83;26/11/12;26/11/12;0;1;6;18;339;http://forum.alfemminile.com/forum/matern1/__f441476_matern1-Mamme-di-perugia-e-dintorni-aiutatemi-a-scegliere.html
it;aspettare un figlio  ;Ma sono l'unica che nn vuole sapere sesso del nascituro??;dassy71;26/11/12;26/11/12;0;1;7;12;180;http://forum.alfemminile.com/forum/matern1/__f441454_matern1-Ma-sono-l-unica-che-nn-vuole-sapere-sesso-del-nascituro.html
it;aspettare un figlio  ;Prurito fastidioso;stellinastellina5;24/11/12;25/11/12;1;2;6;17;108;http://forum.alfemminile.com/forum/matern1/__f441326_matern1-Prurito-fastidioso.html
it;aspettare un figlio  ;Mammeeee di marzo;francesca2386;25/11/12;25/11/12;0;1;10;14;67;http://forum.alfemminile.com/forum/matern1/__f441391_matern1-Mammeeee-di-marzo-roule.html
it;aspettare un figlio  ;Comincio ad avere un p˜ d'ansia....;terry5100;25/11/12;25/11/12;0;1;6;8;194;http://forum.alfemminile.com/forum/matern1/__f441334_matern1-Comincio-ad-avere-un-po-d-ansia.html
it;aspettare un figlio  ;Chi è contro l'epidurale?;lindafun;24/11/12;24/11/12;0;1;23;34;400;http://forum.alfemminile.com/forum/matern1/__f441310_matern1-Chi-e-contro-l-epidurale.html
it;aspettare un figlio  ;Qualcuna di roma???;elisa7582;25/11/12;25/11/12;0;1;4;9;73;http://forum.alfemminile.com/forum/matern1/__f441338_matern1-Qualcuna-di-roma.html
it;aspettare un figlio  ;Come si fˆ a capire se....;pullico1;24/11/12;24/11/12;0;1;10;30;197;http://forum.alfemminile.com/forum/matern1/__f441255_matern1-Come-si-fa-a-capire-se.html
it;aspettare un figlio  ;Ma solo mia suocera è un mostro insensibile e falso?;aleroby07;23/11/12;23/11/12;0;1;8;14;687;http://forum.alfemminile.com/forum/matern1/__f441092_matern1-Ma-solo-mia-suocera-e-un-mostro-insensibile-e-falso-evil.html
it;aspettare un figlio  ;Il mio racconto parto (vbac);kittyeye;23/11/12;24/11/12;1;2;9;10;1045;http://forum.alfemminile.com/forum/matern1/__f441226_matern1-Il-mio-racconto-parto-vbac.html
it;aspettare un figlio  ;Racconto del mio parto     (lunghino);lucy1988a;23/11/12;23/11/12;0;1;14;18;439;http://forum.alfemminile.com/forum/matern1/__f441149_matern1-Racconto-del-mio-parto-shy-shy-lunghino.html
it;aspettare un figlio  ;Info monitoraggi;serendipity145;23/11/12;23/11/12;0;1;10;20;155;http://forum.alfemminile.com/forum/matern1/__f441117_matern1-Info-monitoraggi.html
it;aspettare un figlio  ;Pannolini (per le giˆ mamme);bellemarconi;23/11/12;23/11/12;0;1;13;27;197;http://forum.alfemminile.com/forum/matern1/__f441198_matern1-Pannolini-per-le-gia-mamme.html
it;aspettare un figlio  ;Collo accorciato, avete avuto dei sintomi?;lore150710;22/11/12;22/11/12;0;1;10;18;249;http://forum.alfemminile.com/forum/matern1/__f440893_matern1-Collo-accorciato-avete-avuto-dei-sintomi.html
it;aspettare un figlio  ;Ragazze la m50 nn copre il corso preparto vero?;aleroby07;23/11/12;23/11/12;0;1;5;18;216;http://forum.alfemminile.com/forum/matern1/__f441073_matern1-Ragazze-la-m50-nn-copre-il-corso-preparto-vero.html
it;aspettare un figlio  ;Avete notizie di coty    ha spanzato;savigirl1;23/11/12;23/11/12;0;1;2;5;46;http://forum.alfemminile.com/forum/matern1/__f441133_matern1-Avete-notizie-di-coty-ha-spanzato.html
it;aspettare un figlio  ;Ho letto dei post su incontinenza da gravidanza..;fabianad1;22/11/12;22/11/12;0;1;3;6;289;http://forum.alfemminile.com/forum/matern1/__f440946_matern1-Ho-letto-dei-post-su-incontinenza-da-gravidanza-roll-roll-roll.html
it;aspettare un figlio  ;Sono alla 33+5 e piango perch_ mi mancherˆ la pancia;trottola2012;22/11/12;22/11/12;0;1;4;8;105;http://forum.alfemminile.com/forum/matern1/__f440950_matern1-Sono-alla-33-5-e-piango-perche-mi-manchera-la-pancia.html
it;aspettare un figlio  ;Non ne posso + ma perchè essere incinte è cosi tremendo?;vittoriacavallo;21/11/12;21/11/12;0;1;35;82;224;http://forum.alfemminile.com/forum/matern1/__f440809_matern1-Non-ne-posso-ma-perche-essere-incinte-e-cosi-tremendo.html
it;aspettare un figlio  ;Sto perdendo il latte....ma quasi ne sono contenta...;morenaslayer;22/11/12;22/11/12;0;1;29;56;219;http://forum.alfemminile.com/forum/matern1/__f440922_matern1-Sto-perdendo-il-latte-ma-quasi-ne-sono-contenta.html
it;aspettare un figlio  ;Ot: pancine cosa fate a capodanno? giˆ idee?;mickymicky84;22/11/12;22/11/12;0;1;23;29;153;http://forum.alfemminile.com/forum/matern1/__f440937_matern1-Ot-pancine-cosa-fate-a-capodanno-gia-idee.html
it;aspettare un figlio  ;Oggi delle pettegole guardando il mio pancino....;katia5682;21/11/12;21/11/12;0;1;37;187;150;http://forum.alfemminile.com/forum/matern1/__f440782_matern1-Oggi-delle-pettegole-guardando-il-mio-pancino.html
it;aspettare un figlio  ;Il mio parto-22/09/2012;diavolettadisperata;26/09/12;26/09/12;0;1;33;37;152;http://forum.alfemminile.com/forum/matern1/__f433065_matern1-Il-mio-parto-22-09-2012.html
it;aspettare un figlio  ;Bellemarconi;sofficinoaifunghi2;22/11/12;22/11/12;0;1;6;14;4293;http://forum.alfemminile.com/forum/matern1/__f440913_matern1-Bellemarconi-mrgreen.html
it;aspettare un figlio  ;Chi ha mai avuto un induzione?;stellinastellina5;22/11/12;22/11/12;0;1;6;7;223;http://forum.alfemminile.com/forum/matern1/__f440942_matern1-Chi-ha-mai-avuto-un-induzione.html
it;aspettare un figlio  ;40enni ( o giù di l“ ) al rapporto;alemade74;20/11/12;20/11/12;0;1;15;38;228;http://forum.alfemminile.com/forum/matern1/__f440584_matern1-40enni-o-giu-di-li-al-rapporto.html
it;aspettare un figlio  ;Spanzamenti di novembre;martif2;21/11/12;21/11/12;0;1;9;11;101;http://forum.alfemminile.com/forum/matern1/__f440778_matern1-Spanzamenti-di-novembre-mrgreen-arrow.html
it;aspettare un figlio  ;Ginecologi cn manine da fata;katykaty87;21/11/12;21/11/12;0;1;9;14;434;http://forum.alfemminile.com/forum/matern1/__f440818_matern1-Ginecologi-cn-manine-da-fata.html
it;aspettare un figlio  ;Gestosi ...;loryveehotmailcom;21/11/12;21/11/12;0;1;5;8;186;http://forum.alfemminile.com/forum/matern1/__f440851_matern1-Gestosi.html
it;aspettare un figlio  ;Quante di voi aspettano il secondo?;shini79;21/11/12;21/11/12;0;1;33;40;147;http://forum.alfemminile.com/forum/matern1/__f440735_matern1-Quante-di-voi-aspettano-il-secondo-fete-fete.html
it;aspettare un figlio  ;Tanta paura;loryveehotmailcom;21/11/12;21/11/12;0;1;6;15;425;http://forum.alfemminile.com/forum/matern1/__f440773_matern1-Tanta-paura-triste.html
it;aspettare un figlio  ;Chi come me è alla 32 sett. confrontiamoci;sarapiccola2011;21/11/12;21/11/12;0;1;5;10;319;http://forum.alfemminile.com/forum/matern1/__f440770_matern1-Chi-come-me-e-alla-32-sett-confrontiamoci.html
